Date;Time of day;Total[MWh];Wind offshore[MWh];Wind onshore[MWh];Photovoltaics[MWh];Other[MWh]
Jan 2, 2019;5:30 PM;-;856.5;4,617;0;-
Jan 2, 2019;5:45 PM;-;855;4,545.5;0;-
Jan 2, 2019;6:00 PM;72,115;853.5;4,475.75;0;51,209.5
Jan 2, 2019;6:15 PM;-;852.25;4,406.75;0;-
Jan 2, 2019;6:30 PM;-;849.5;4,340.5;0;-
Jan 2, 2019;6:45 PM;-;848.25;4,279;0;-
Jan 2, 2019;7:00 PM;71,329;847;4,215.75;0;51,569.75
Jan 2, 2019;7:15 PM;-;846.25;4,133.5;0;-
Jan 2, 2019;7:30 PM;-;845.5;4,050;0;-
Jan 2, 2019;7:45 PM;-;844.25;3,977;0;-
Jan 2, 2019;8:00 PM;68,002;844.5;3,902.25;0;49,473
Jan 2, 2019;8:15 PM;-;845.5;3,824.5;0;-
Jan 2, 2019;8:30 PM;-;846.5;3,744.5;0;-
Jan 2, 2019;8:45 PM;-;847.5;3,673.75;0;-
Jan 2, 2019;9:00 PM;64,716;848.25;3,606.75;0;47,307.25
Jan 2, 2019;9:15 PM;-;853.25;3,534.25;0;-
Jan 2, 2019;9:30 PM;-;857.75;3,459;0;-
Jan 2, 2019;9:45 PM;-;860.25;3,389.25;0;-
Jan 2, 2019;10:00 PM;63,104;863.5;3,300.25;0;46,673
Jan 2, 2019;10:15 PM;-;870.25;3,257;0;-
Jan 2, 2019;10:30 PM;-;877;3,212;0;-
Jan 2, 2019;10:45 PM;-;882.75;3,168.25;0;-
Jan 2, 2019;11:00 PM;60,607;891;3,124.75;0;44,624.25
Jan 2, 2019;11:15 PM;-;898.5;3,104.5;0;-
Jan 2, 2019;11:30 PM;-;905.5;3,083.75;0;-
Jan 2, 2019;11:45 PM;-;912.75;3,062;0;-
Jan 3, 2019;12:00 AM;59,002;956;2,885.75;0;43,666
Jan 3, 2019;12:15 AM;-;964.5;2,871.25;0;-
Jan 3, 2019;12:30 AM;-;974.25;2,856.25;0;-
Jan 3, 2019;12:45 AM;-;984.75;2,843.25;0;-
Jan 3, 2019;1:00 AM;58,568;992.5;2,834;0;43,289.5
Jan 3, 2019;1:15 AM;-;993.25;2,829;0;-
Jan 3, 2019;1:30 AM;-;994.5;2,822.75;0;-
Jan 3, 2019;1:45 AM;-;996;2,816.5;0;-
Jan 3, 2019;2:00 AM;57,531;998;2,808.5;0;42,305.25
Jan 3, 2019;2:15 AM;-;997.25;2,809;0;-
Jan 3, 2019;2:30 AM;-;996.25;2,810.25;0;-
Jan 3, 2019;2:45 AM;-;995.25;2,811.25;0;-
Jan 3, 2019;3:00 AM;56,702;994;2,811.75;0;41,325
Jan 3, 2019;3:15 AM;-;997;2,834;0;-
Jan 3, 2019;3:30 AM;-;999.75;2,856.25;0;-
Jan 3, 2019;3:45 AM;-;1,002.75;2,881.5;0;-
Jan 3, 2019;4:00 AM;57,684;1,004;2,907.25;0;41,930.25
Jan 3, 2019;4:15 AM;-;1,004;2,925.75;0;-
Jan 3, 2019;4:30 AM;-;1,001.75;2,946.25;0;-
Jan 3, 2019;4:45 AM;-;999.5;2,965.25;0;-
Jan 3, 2019;5:00 AM;61,464;998.5;2,980.75;0;45,487
Jan 3, 2019;5:15 AM;-;1,000.25;2,989;0;-
Jan 3, 2019;5:30 AM;-;1,001.5;2,996.75;0;-
Jan 3, 2019;5:45 AM;-;1,002.75;3,007.5;0;-
Jan 3, 2019;6:00 AM;67,891;1,003;3,037;0;51,699.25
Jan 3, 2019;6:15 AM;-;997.75;3,048.25;0;-
Jan 3, 2019;6:30 AM;-;991.5;3,059;0;-
Jan 3, 2019;6:45 AM;-;986.25;3,069;0;-
Jan 3, 2019;7:00 AM;71,408;980;3,079.75;0;55,276
Jan 3, 2019;7:15 AM;-;971.5;3,070.75;0;-
Jan 3, 2019;7:30 AM;-;960.25;3,064.25;0;-
Jan 3, 2019;7:45 AM;-;949.75;3,055.75;0;-
Jan 3, 2019;8:00 AM;75,346;938;3,048;2;59,341
Jan 3, 2019;8:15 AM;-;929.75;3,034.75;15.75;-
Jan 3, 2019;8:30 AM;-;920;3,023.25;51;-
Jan 3, 2019;8:45 AM;-;911.75;3,009;121.75;-
Jan 3, 2019;9:00 AM;75,852;902.25;2,993;217.25;58,869
Jan 3, 2019;9:15 AM;-;883.5;2,972.5;336;-
Jan 3, 2019;9:30 AM;-;866;2,951;472.75;-
Jan 3, 2019;9:45 AM;-;848.75;2,928.75;611.25;-
Jan 3, 2019;10:00 AM;77,867;829.75;2,903.5;744.5;59,829.25
Jan 3, 2019;10:15 AM;-;806.75;2,840.75;860.75;-
Jan 3, 2019;10:30 AM;-;784.5;2,775.75;963.25;-
Jan 3, 2019;10:45 AM;-;763.25;2,715;1,050;-
Jan 3, 2019;11:00 AM;79,073;742.5;2,656.25;1,123;61,080
Jan 3, 2019;11:15 AM;-;721.25;2,614.5;1,181;-
Jan 3, 2019;11:30 AM;-;699.5;2,573.5;1,222.5;-
Jan 3, 2019;11:45 AM;-;678;2,535;1,246;-
Jan 3, 2019;12:00 PM;78,806;657.5;2,497.25;1,254.25;61,546.25
Jan 3, 2019;12:15 PM;-;636.25;2,471.75;1,247.5;-
Jan 3, 2019;12:30 PM;-;614.25;2,449.25;1,224.5;-
Jan 3, 2019;12:45 PM;-;592.5;2,426.5;1,188.25;-
Jan 3, 2019;1:00 PM;77,226;571.75;2,401.5;1,136.5;61,464
Jan 3, 2019;1:15 PM;-;558.5;2,378;1,071;-
Jan 3, 2019;1:30 PM;-;546;2,352.25;990.5;-
Jan 3, 2019;1:45 PM;-;532.5;2,322.75;900.75;-
Jan 3, 2019;2:00 PM;74,072;521.25;2,292;800.5;60,508.5
Jan 3, 2019;2:15 PM;-;514.25;2,262.75;692.75;-
Jan 3, 2019;2:30 PM;-;506.25;2,232.5;577;-
Jan 3, 2019;2:45 PM;-;500.5;2,202.5;461.25;-
Jan 3, 2019;3:00 PM;71,410;496;2,177;346;59,917.25
Jan 3, 2019;3:15 PM;-;492.75;2,176.5;240.5;-
Jan 3, 2019;3:30 PM;-;492;2,173.25;151;-
Jan 3, 2019;3:45 PM;-;491.75;2,175.25;80.75;-
Jan 3, 2019;4:00 PM;71,721;490.5;2,181.25;32.25;60,841
Jan 3, 2019;4:15 PM;-;493.5;2,204.75;8.75;-
Jan 3, 2019;4:30 PM;-;494.25;2,229.5;1.5;-
Jan 3, 2019;4:45 PM;-;497.25;2,246.25;0.25;-
Jan 3, 2019;5:00 PM;72,981;500.25;2,266.5;0;61,749.25
Jan 3, 2019;5:15 PM;-;506;2,289.5;0;-
Jan 3, 2019;5:30 PM;-;512.75;2,310.75;0;-
Jan 3, 2019;5:45 PM;-;519.5;2,326.5;0;-
Jan 3, 2019;6:00 PM;73,171;524.75;2,341.5;0;61,638.75
Jan 3, 2019;6:15 PM;-;526.75;2,351;0;-
Jan 3, 2019;6:30 PM;-;530;2,358.25;0;-
Jan 3, 2019;6:45 PM;-;532.75;2,367.25;0;-
Jan 3, 2019;7:00 PM;73,205;534.5;2,375;0;61,680
Jan 3, 2019;7:15 PM;-;537;2,355;0;-
Jan 3, 2019;7:30 PM;-;539.25;2,333.5;0;-
Jan 3, 2019;7:45 PM;-;541.5;2,309.25;0;-
Jan 3, 2019;8:00 PM;71,407;542.75;2,282.25;0;60,276.5
Jan 3, 2019;8:15 PM;-;546.25;2,251.75;0;-
Jan 3, 2019;8:30 PM;-;550.75;2,218;0;-
Jan 3, 2019;8:45 PM;-;554.25;2,184.5;0;-
Jan 3, 2019;9:00 PM;68,439;557.25;2,152;0;57,838.75
Jan 3, 2019;9:15 PM;-;558.5;2,112.5;0;-
Jan 3, 2019;9:30 PM;-;559;2,072;0;-
Jan 3, 2019;9:45 PM;-;558.75;2,030.25;0;-
Jan 3, 2019;10:00 PM;65,670;559;1,982.25;0;55,601.25
Jan 3, 2019;10:15 PM;-;562.75;1,963.75;0;-
Jan 3, 2019;10:30 PM;-;564.25;1,945.5;0;-
Jan 3, 2019;10:45 PM;-;568;1,923.25;0;-
Jan 3, 2019;11:00 PM;61,468;570;1,904;0;51,584
Jan 3, 2019;11:15 PM;-;575.25;1,897;0;-
Jan 3, 2019;11:30 PM;-;580;1,889;0;-
Jan 3, 2019;11:45 PM;-;585.25;1,883.5;0;-
Jan 4, 2019;12:00 AM;58,630;495.5;1,721;0;49,618.25
Jan 4, 2019;12:15 AM;-;511.5;1,730;0;-
Jan 4, 2019;12:30 AM;-;529.25;1,735.5;0;-
Jan 4, 2019;12:45 AM;-;545.25;1,743.75;0;-
Jan 4, 2019;1:00 AM;58,000;564.25;1,749.25;0;48,349.75
Jan 4, 2019;1:15 AM;-;597.25;1,785.25;0;-
Jan 4, 2019;1:30 AM;-;631.5;1,818;0;-
Jan 4, 2019;1:45 AM;-;666.75;1,838;0;-
Jan 4, 2019;2:00 AM;58,174;703;1,877.25;0;47,235.25
Jan 4, 2019;2:15 AM;-;740;1,947.25;0;-
Jan 4, 2019;2:30 AM;-;776.5;2,015.75;0;-
Jan 4, 2019;2:45 AM;-;805.75;2,073.25;0;-
Jan 4, 2019;3:00 AM;60,025;839;2,140;0;47,413.25
Jan 4, 2019;3:15 AM;-;875.25;2,220.25;0;-
Jan 4, 2019;3:30 AM;-;911.25;2,301.5;0;-
Jan 4, 2019;3:45 AM;-;950.25;2,374.25;0;-
Jan 4, 2019;4:00 AM;62,019;988.25;2,448.25;0;47,560
Jan 4, 2019;4:15 AM;-;1,018;2,538;0;-
Jan 4, 2019;4:30 AM;-;1,048;2,628;0;-
Jan 4, 2019;4:45 AM;-;1,077.5;2,713;0;-
Jan 4, 2019;5:00 AM;64,901;1,104.5;2,791.25;0;48,667.25
Jan 4, 2019;5:15 AM;-;1,115.75;2,892;0;-
Jan 4, 2019;5:30 AM;-;1,128.25;2,990;0;-
Jan 4, 2019;5:45 AM;-;1,138;3,074;0;-
Jan 4, 2019;6:00 AM;68,794;1,147.75;3,202;0;50,832.75
Jan 4, 2019;6:15 AM;-;1,161.5;3,300.5;0;-
Jan 4, 2019;6:30 AM;-;1,128.5;3,396;0;-
Jan 4, 2019;6:45 AM;-;1,136.25;3,488.75;0;-
Jan 4, 2019;7:00 AM;71,937;1,133;3,547.25;0;52,694
Jan 4, 2019;7:15 AM;-;1,135.5;3,634.75;0;-
Jan 4, 2019;7:30 AM;-;1,137.5;3,721.5;0;-
Jan 4, 2019;7:45 AM;-;1,140.25;3,793.25;0;-
Jan 4, 2019;8:00 AM;76,409;1,144;3,862.25;1.5;55,873.5
Jan 4, 2019;8:15 AM;-;1,146;3,930.25;9.75;-
Jan 4, 2019;8:30 AM;-;1,148.5;3,995.5;27.5;-
Jan 4, 2019;8:45 AM;-;1,149.25;4,062.25;58.75;-
Jan 4, 2019;9:00 AM;78,059;1,151;4,127.25;98.5;55,875.25
Jan 4, 2019;9:15 AM;-;1,150;4,187.25;146;-
Jan 4, 2019;9:30 AM;-;1,148;4,250.5;198.5;-
Jan 4, 2019;9:45 AM;-;1,147.25;4,325.25;254.25;-
Jan 4, 2019;10:00 AM;79,023;1,147.75;4,399.25;304.25;55,005
Jan 4, 2019;10:15 AM;-;1,145.25;4,461.5;346.25;-
Jan 4, 2019;10:30 AM;-;1,143.5;4,523.75;387.75;-
Jan 4, 2019;10:45 AM;-;1,141.5;4,596.5;420.75;-
Jan 4, 2019;11:00 AM;79,682;1,141;4,667.75;448.25;54,171.75
Jan 4, 2019;11:15 AM;-;1,139;4,735;468.75;-
Jan 4, 2019;11:30 AM;-;1,136.75;4,803.5;483;-
Jan 4, 2019;11:45 AM;-;1,134.5;4,862.25;490.5;-
Jan 4, 2019;12:00 PM;80,711;1,131.5;4,922;492.5;54,178.75
Jan 4, 2019;12:15 PM;-;1,130;4,991.75;488.5;-
Jan 4, 2019;12:30 PM;-;1,129.25;5,058.75;479.25;-
Jan 4, 2019;12:45 PM;-;1,127.5;5,117.25;464;-
Jan 4, 2019;1:00 PM;80,736;1,126.5;5,173.75;443.25;53,790
Jan 4, 2019;1:15 PM;-;1,125.5;5,200.25;417.5;-
Jan 4, 2019;1:30 PM;-;1,124.5;5,225.25;385.75;-
Jan 4, 2019;1:45 PM;-;1,125;5,249;349.75;-
Jan 4, 2019;2:00 PM;79,774;1,125;5,272.5;311.25;53,060.75
Jan 4, 2019;2:15 PM;-;1,125.75;5,294.25;269.25;-
Jan 4, 2019;2:30 PM;-;1,126.25;5,318;224.75;-
Jan 4, 2019;2:45 PM;-;1,127.5;5,338;180.75;-
Jan 4, 2019;3:00 PM;78,776;1,128;5,357;138.25;52,413.25
Jan 4, 2019;3:15 PM;-;1,124.75;5,374;98.75;-
Jan 4, 2019;3:30 PM;-;1,121.75;5,391.75;66;-
Jan 4, 2019;3:45 PM;-;1,120;5,404.25;38.25;-
Jan 4, 2019;4:00 PM;78,566;1,119.25;5,418.25;18.5;52,382
Jan 4, 2019;4:15 PM;-;1,123;5,415.25;6.75;-
Jan 4, 2019;4:30 PM;-;1,126.5;5,413.5;1.25;-
Jan 4, 2019;4:45 PM;-;1,130.75;5,410.75;0.25;-
Jan 4, 2019;5:00 PM;81,104;1,135.25;5,408.25;0;54,913.75
Jan 4, 2019;5:15 PM;-;1,139.25;5,407.75;0;-
Jan 4, 2019;5:30 PM;-;1,143.75;5,404.75;0;-
Jan 4, 2019;5:45 PM;-;1,149;5,402.25;0;-
Jan 4, 2019;6:00 PM;79,269;1,153.5;5,401.25;0;53,015
Jan 4, 2019;6:15 PM;-;1,156.75;5,403;0;-
Jan 4, 2019;6:30 PM;-;1,160;5,405.75;0;-
Jan 4, 2019;6:45 PM;-;1,163.25;5,410.5;0;-
Jan 4, 2019;7:00 PM;79,161;1,166.25;5,413.25;0;52,745.25
Jan 4, 2019;7:15 PM;-;1,172.5;5,431.25;0;-
Jan 4, 2019;7:30 PM;-;1,177;5,451;0;-
Jan 4, 2019;7:45 PM;-;1,142.5;5,462;0;-
Jan 4, 2019;8:00 PM;76,884;1,147.75;5,482.75;0;50,186.5
Jan 4, 2019;8:15 PM;-;1,152.25;5,506.75;0;-
Jan 4, 2019;8:30 PM;-;1,156.25;5,532.25;0;-
Jan 4, 2019;8:45 PM;-;1,160.5;5,559;0;-
Jan 4, 2019;9:00 PM;73,570;1,165.5;5,583.75;0;46,410
Jan 4, 2019;9:15 PM;-;1,169.75;5,606.5;0;-
Jan 4, 2019;9:30 PM;-;1,174.5;5,629.5;0;-
Jan 4, 2019;9:45 PM;-;1,179.25;5,651.25;0;-
Jan 4, 2019;10:00 PM;71,330;1,183.25;5,557.25;0;44,181.25
Jan 4, 2019;10:15 PM;-;1,184.5;5,587;0;-
Jan 4, 2019;10:30 PM;-;1,184.5;5,618;0;-
Jan 4, 2019;10:45 PM;-;1,184.75;5,649.5;0;-
Jan 4, 2019;11:00 PM;69,845;1,185.25;5,682.25;0;42,197
Jan 4, 2019;11:15 PM;-;1,184.25;5,717.25;0;-
Jan 4, 2019;11:30 PM;-;1,182.5;5,751.5;0;-
Jan 4, 2019;11:45 PM;-;1,161.75;5,783.25;0;-
Jan 5, 2019;12:00 AM;66,511;1,024.75;5,874;0;38,652
Jan 5, 2019;12:15 AM;-;1,021.25;5,921.75;0;-
Jan 5, 2019;12:30 AM;-;1,018.25;5,969.25;0;-
Jan 5, 2019;12:45 AM;-;1,015;6,014.75;0;-
Jan 5, 2019;1:00 AM;66,149;1,011;6,064;0;37,486
Jan 5, 2019;1:15 AM;-;1,006;6,126.75;0;-
Jan 5, 2019;1:30 AM;-;1,001;6,192.5;0;-
Jan 5, 2019;1:45 AM;-;996.5;6,265.25;0;-
Jan 5, 2019;2:00 AM;66,526;992;6,321;0;36,933.75
Jan 5, 2019;2:15 AM;-;990.75;6,377.75;0;-
